-505.583,108.833,-92.9709,-48.3405,-50.4383,11.7688,20.3528,-11.031,76.298,26.2448,-10.8461,19.5432,-17.5657,-39.2966,14.7059,-13.708,5.40475,-65.1868,4.6817,30.3054,-37.6801,9.71014,-30.9197,97.212,-12.4063,33.4435,-29.0406,25.6395,-18.9233,40.8171,-16.0911,-9.50204,0.504598,-21.7454,-17.0233,26.9341,10.1096,17.111,3.80016,28.6326,1.7136,6.43598,1.86488,1.33321,-11.9244,19.1369,-9.30649,11.6269,-9.09662,-2.87146,-5.67031,2.52789,10.5662,-4.22544,-1.37736,-1.11167,9.88005,16.7225,7.29068,-3.62082,1.0059,-2.23584,-1.39652,2.70054
-541.362,111.39,-96.9353,-82.3281,-38.0576,48.3444,51.078,-58.2711,55.8422,57.1048,-9.42053,26.1516,3.9669,-6.04496,-6.34416,0.325056,14.8565,-70.735,-8.59844,12.7109,17.9838,-4.0711,-31.614,28.0688,-4.70856,-0.123227,-6.69847,45.0217,-14.7778,-2.75665,-17.3425,1.75263,27.4198,-23.8987,-12.8755,-7.45696,-12.6339,7.42786,6.884,-15.7821,-12.5457,-7.07927,10.6594,12.6737,5.87166,-1.80511,2.986,1.62796,-15.5043,0.709006,-13.6734,-4.26109,0.165425,2.85248,0.881847,1.27473,0.00646989,-6.15312,-14.6276,0.354288,-4.83611,2.67434,-2.81134,-8.05987
-498.214,91.6361,-99.1607,-55.0984,-35.0147,40.6573,47.5957,-47.3434,6.34021,93.5372,8.83446,27.8191,-37.53,-73.728,-48.9465,-8.90681,6.79351,-35.18,-17.4278,55.5087,-5.47646,-27.4314,-26.7185,-36.0994,-28.6685,11.5315,9.08254,23.9534,2.24634,-22.1211,-19.291,7.23255,19.6218,8.78349,-4.99814,-12.8671,-7.68997,-22.8901,4.05473,-30.091,-3.73762,-2.53029,2.39952,-3.61709,-12.7435,-10.0375,-8.6506,-12.6019,-3.62506,-7.34211,16.5895,-17.1523,-6.35202,-1.87367,-7.28747,18.883,-6.48693,-10.3041,5.97057,2.5014,7.97589,-3.11152,9.47822,-6.42746
-516.198,65.6554,-60.6887,-53.6089,-43.8929,24.155,76.0927,-33.2097,-5.48906,69.9187,5.76861,-2.2144,-56.4921,-59.5276,-73.5986,8.14167,-28.3347,-4.58908,-9.9523,18.9225,-18.5169,-23.3937,-32.5612,-36.5225,-5.02853,29.7969,35.6725,-28.655,14.7533,14.5035,6.68609,9.25876,-18.5843,-3.39249,-6.36702,15.1821,9.17383,-19.1501,6.79665,-8.66007,18.0189,3.04824,-4.35242,-7.40593,3.70262,8.03304,2.0948,1.02512,17.5974,-2.39625,20.1346,14.6729,6.03006,9.077,8.66486,9.27282,-1.77271,-9.19916,0.612048,-0.177769,12.4638,0.342644,-2.98446,15.4761
-515.586,95.2961,-59.8243,-53.8838,-67.9151,2.672,93.2098,-17.0749,23.4881,40.8609,15.1868,-47.4285,-70.0175,-1.65527,-41.7699,28.2113,6.15308,0.349828,-3.51838,-16.9952,-1.06401,-0.667629,-11.7496,-53.265,18.6121,9.74554,11.9185,-19.5863,9.08245,45.0035,22.9144,30.6862,-21.5413,-11.0295,6.15002,5.77595,16.7492,21.2228,-6.75071,13.5764,14.346,-11.1117,9.55464,-27.2141,10.9025,6.71973,-10.331,11.6236,0.37341,-9.42281,-5.54685,7.97336,-2.9528,5.73674,4.38346,-9.53081,-5.57131,5.32371,-7.67755,-6.18788,-13.2279,6.33767,1.48358,-3.65782
-481.667,64.1669,-2.42328,-51.9747,-18.1553,-92.3126,78.3896,-81.2699,-52.1937,31.4218,2.41975,-93.2236,-47.4466,88.7283,-7.59759,10.2185,-18.9591,1.60914,-47.4018,-46.0174,25.0351,-34.2164,6.25305,1.09338,23.6044,-0.935594,-43.3168,8.07933,9.46381,43.9115,-3.1681,12.1007,-8.15617,6.48739,19.956,-0.758726,-0.96458,4.24603,16.9531,9.76269,3.35125,-10.1672,-0.698639,-7.65252,-5.612,-15.3695,-6.08093,6.15139,-12.7232,-4.99449,-4.08692,-20.8705,-6.76322,2.18666,-4.79174,4.02646,10.9887,6.04416,4.74391,-5.99543,-5.29496,1.62161,-0.456768,-7.47008
-461.782,-41.1411,62.9636,-26.6656,6.20207,-137.873,12.1559,-124.797,-98.8425,16.6782,-39.5406,-91.39,23.5631,74.6825,6.6992,-29.189,-39.249,-33.4306,19.251,-22.1394,40.6261,-37.722,3.35422,39.4324,0.572971,13.5756,-7.21417,12.2523,15.0216,-5.78268,-0.0363298,-20.5105,-13.3225,-0.906163,-2.08886,2.48698,-16.4811,-21.7981,8.80857,5.37688,-17.5747,-7.61394,-8.31551,5.60703,-8.28164,-0.110802,15.8215,-7.30664,13.9256,6.26059,0.503822,0.266144,-7.48088,4.11135,5.70543,3.12769,-1.43987,-5.13825,3.92276,5.41866,7.75795,-4.07037,2.78337,8.47707
-444.91,-28.2345,44.0272,19.6694,10.3829,-111.053,-14.528,-95.1307,-101.387,-8.64285,-52.1969,-57.3779,36.2295,16.8517,2.05482,-57.2507,-19.4364,-24.449,58.0762,-2.736,-1.20173,10.4571,-8.18654,23.2076,-28.2667,13.796,1.38395,-1.29854,-4.16231,-17.561,5.14149,-20.8837,-16.2,20.0229,-19.9494,11.6158,-9.89879,-17.1329,-14.2141,-18.8599,1.89354,-6.07397,-1.19594,-13.1425,1.35997,12.6056,-9.68553,-4.35384,4.47,-19.8901,-1.43267,9.50899,6.04414,1.84238,-7.23706,-7.39414,-10.9552,-7.72482,-12.4423,0.710793,-1.44954,6.41888,-0.716393,-6.06199
-399.466,35.8834,0.986119,18.9256,31.5734,-40.8326,3.48905,-102.463,-81.4451,-31.6193,-14.7615,-30.9026,37.8963,-4.68611,19.56,-38.1009,-4.40353,-9.28828,14.3708,39.8662,-7.26808,45.0831,17.3176,-0.990526,-51.0018,-1.62617,8.4822,-14.4772,-10.9661,10.6978,4.04348,5.39205,-6.92243,10.9554,-8.46418,0.0771101,20.1261,5.55461,-19.4517,-4.19566,13.8981,11.8277,12.1947,-14.0308,8.91935,-8.68979,-5.03384,11.5242,-8.43125,-0.241422,10.8521,0.107672,1.54763,-11.4226,-15.7596,0.567393,18.0895,2.73987,0.0161491,-8.21722,3.4965,-1.93861,-9.05367,4.07863
-345.603,61.7479,-25.9094,17.4287,60.5909,5.67754,5.42912,-138.076,-73.0615,-32.1004,13.1768,7.83644,72.6186,-27.1801,46.6935,9.11269,-8.08104,14.5161,-8.43779,51.2788,-31.2015,41.6124,-18.4094,-37.3585,-22.7316,-31.7242,13.772,0.354071,-0.462547,0.45702,2.38754,21.8439,11.523,-10.3999,0.699478,-1.30113,13.1697,24.3738,10.8711,11.6601,18.8634,10.509,5.75392,-2.615,-0.734249,-4.54531,-0.331916,2.51707,-6.3151,11.1576,-6.50718,-13.1457,3.26402,-8.06573,-2.02999,3.19816,5.07506,0.286672,-12.2874,-0.651634,2.20954,-5.1642,-4.48235,7.39002
-355.199,62.8899,-19.2599,14.7866,67.2442,20.1131,30.879,-93.149,-31.0605,-19.4134,-5.54614,51.3379,86.8331,-22.8628,102.666,38.6521,45.7352,22.2663,-0.332743,22.7622,-0.0933079,-0.39525,-49.4925,-33.4522,19.6467,-23.6627,-26.4721,-3.72572,15.3608,7.89321,8.16482,19.7973,-4.13782,-6.60069,-11.6555,6.00832,-11.268,15.95,27.6075,23.1441,1.2496,-0.775914,-2.96759,-0.18369,14.4213,1.39193,14.0246,-8.08953,2.68602,-0.719146,10.1204,1.21246,-4.31344,6.44932,8.7053,4.57787,-16.6954,-6.72062,10.0823,14.0494,0.416979,-5.4096,-3.55723,2.21841
-394.891,19.8229,3.08529,33.4047,5.67122,60.2762,11.6712,22.5391,-19.229,6.58637,-19.7821,29.6105,60.3057,-9.10742,97.3359,11.7536,116.65,-31.5331,12.437,-32.5262,0.673496,-8.66234,-30.9551,-9.55767,18.5084,5.53934,-26.591,-30.4343,-9.2829,10.9869,7.52476,0.937015,-26.4442,28.5602,-17.3551,34.2846,-1.54074,-7.14035,7.35797,-8.31172,-5.30084,-25.7819,-4.33266,8.28127,-7.88789,4.29932,4.19073,2.47919,3.63253,-5.49274,9.62681,6.02783,-10.9531,-8.94617,3.43891,6.21687,0.977617,-1.51904,1.85571,-3.3867,0.871254,-1.31602,5.26583,-2.63913
-436.454,28.0073,8.4097,27.5264,-21.2188,71.2176,-44.7951,41.4618,-22.5785,18.6194,-0.0499953,9.47738,-17.2412,-4.41408,30.9474,-7.33556,124.661,-27.0812,-6.97234,-63.003,26.1903,-27.8761,14.8164,9.6932,1.54413,0.192826,21.3272,-23.7429,-24.0751,6.36535,16.8999,-14.2365,-23.2274,13.2112,-16.3273,14.647,7.72655,2.25559,-8.10848,-25.6788,-10.5992,3.59404,-13.6949,-2.63703,-2.31282,-9.08539,-9.82135,2.45677,2.62302,5.27754,6.95235,-6.55213,11.6948,-7.70362,-0.249086,8.32642,10.3653,-5.33322,-8.54982,-5.33282,-1.48702,-1.39686,2.48185,2.37214
-484.073,76.8901,15.9488,26.1942,9.16547,2.72312,-80.4489,10.1313,3.74307,31.7941,1.0213,-15.6477,-60.5293,29.4547,-32.5539,-15.113,53.1421,20.9495,-6.66969,-58.0206,13.5515,-31.0776,17.8673,11.0311,-11.1298,-14.1279,37.1512,-15.9896,-10.9603,5.22184,33.2469,-8.68704,-3.26768,-15.8082,-6.92259,-19.2081,3.58394,14.4647,10.4151,3.49814,-11.8397,27.7397,0.779784,-2.84385,20.6723,4.57295,17.7685,-13.6378,-1.2537,6.61298,15.9847,-9.2025,9.86117,9.07998,-6.82004,1.0864,-0.535481,1.11793,2.048,4.4925,-0.873241,-2.46533,-4.68179,2.66326
-483.142,68.8438,-0.109651,24.3728,1.53206,-45.8115,-56.5013,12.5103,56.2383,53.6788,-7.27866,-13.1569,-36.2358,50.2834,4.62752,-16.129,30.3634,31.6034,16.6525,-26.9483,-26.9495,12.6316,19.4739,16.4813,-30.645,-26.0637,18.8594,-28.6167,14.9876,14.1432,15.5647,9.98945,30.6303,-9.42407,8.9884,-8.92912,-17.6349,8.4893,3.97845,2.87781,4.09662,-1.20739,22.0866,9.95449,5.41612,23.4429,8.5834,0.768494,-5.71812,2.83181,14.7382,-8.8961,-15.5211,-4.18621,-1.15004,-11.489,7.78632,3.74915,-0.312383,-1.23741,10.7758,5.43487,0.255835,-4.69142
-456.296,79.2035,-30.2845,-3.6976,-38.0836,-88.1042,-38.69,17.73,52.8697,63.4739,-8.13527,15.268,-56.1252,57.4351,50.4634,14.3586,50.6418,40.9788,28.4288,19.0235,-17.8488,45.7566,14.8649,12.5391,-41.058,-16.4454,19.7973,-12.1685,17.472,1.51473,-24.712,25.745,-3.65342,1.07208,17.113,-4.39356,-22.4677,0.451567,-0.361525,-9.59864,-2.00135,0.896655,0.551432,5.1753,-0.977136,-3.07895,-12.2377,5.43476,3.44325,3.09445,10.4456,-2.74305,-10.3478,-5.35315,2.75096,-3.64419,-8.77221,-10.6789,-3.18864,8.73158,7.14069,2.61985,-0.181134,-9.45501
-459.835,73.298,-48.3295,-10.2944,-67.7514,-90.8953,-15.2896,22.9183,14.7084,28.027,-13.7602,59.9433,-62.4326,50.0485,30.9863,9.83312,41.5425,54.9201,43.5826,40.5183,6.95438,42.6165,29.1144,10.0926,-17.0267,-5.85655,-3.71032,-10.2349,30.633,1.15393,-50.143,17.5462,-14.1824,-10.8393,1.42488,-9.79163,5.15913,-10.4405,-2.2568,-7.69787,1.66428,-9.30204,-11.8277,3.26813,-20.821,-4.23272,2.01875,-2.18854,4.06727,5.63544,-13.1686,13.6611,11.298,7.96671,-5.17881,8.13214,-9.9792,2.31594,-6.90542,1.45595,-14.2065,1.60706,4.94243,4.54172
-459.216,54.2645,-29.7035,29.4128,-62.1509,-77.8767,6.2691,49.3737,-32.4519,-13.7113,-44.8209,101.194,-46.7845,20.8281,12.1394,44.403,-15.6975,15.5899,1.69541,45.2886,55.5674,-22.5384,20.7134,11.6133,25.8945,-0.934235,-27.047,3.82754,26.587,22.4004,5.31063,-8.59174,-6.21587,-17.7192,-22.8912,-4.37408,15.8665,-7.00245,10.921,13.8904,8.7694,12.8461,-9.85404,11.7323,-2.68891,4.83466,10.127,-13.8565,6.64682,-0.222365,-0.0354308,9.48693,1.88014,-0.784772,-22.7886,3.74276,-6.02924,3.83066,-2.42082,-12.4777,-5.17576,-0.881444,-0.679664,-0.00040499
